sku_id,week1,week2,week3,week4,week5
SKjAsKul,1 ,1 ,1 ,1 ,0 
SKJASlFv,2 ,3 ,4 ,5 ,2 
SKjAsOq0,1 ,2 ,2 ,3 ,1 
SKJasZWE,1 ,1 ,2 ,2 ,1 
SKjaT3zy,2 ,3 ,4 ,5 ,2 
SKjat7Zd,2 ,2 ,3 ,4 ,1 
SKJAtayr,1 ,1 ,2 ,2 ,1 
SKjatCxU,1 ,1 ,1 ,2 ,1 
SKJaTkL0,2 ,2 ,3 ,4 ,1 
SKjATure,1 ,1 ,2 ,2 ,1 
SKJaTxkD,58 ,76 ,99 ,130 ,43 
SKjauWte,2 ,2 ,3 ,4 ,1 
SKJAuy6D,1 ,1 ,2 ,2 ,1 
SKjAUZ9T,1 ,1 ,1 ,2 ,1 
SKjaV6Ji,2 ,2 ,3 ,4 ,1 
SKjAvCSD,1 ,2 ,2 ,3 ,1 
SKJAVovt,1 ,1 ,1 ,2 ,1 
SKJAVzbX,1 ,2 ,3 ,3 ,1 
SKjaWevg,1 ,1 ,2 ,2 ,1 
SKJawKN0,1 ,1 ,2 ,2 ,1 
SKJAWr3Q,4 ,5 ,6 ,8 ,3 
SKjAWrMi,1 ,2 ,2 ,3 ,1 
SKjAWu7k,1 ,1 ,2 ,2 ,1 
SKJaX5xP,20 ,26 ,34 ,45 ,15 
SKJaX6ls,2 ,2 ,3 ,4 ,1 
SKjaX8GY,2 ,2 ,3 ,4 ,1 
SKjaXHYy,1 ,1 ,1 ,1 ,0 
SKjAYi2z,0 ,0 ,0 ,1 ,0 
SKJAYIxc,1 ,2 ,2 ,3 ,1 
SKJayl7A,2 ,2 ,3 ,4 ,1 
SKjaYPuV,1 ,1 ,2 ,2 ,1 
SKjAYqgJ,1 ,1 ,1 ,2 ,1 
SKjAysEm,1 ,1 ,1 ,2 ,1 
SKJAyUNF,1 ,2 ,2 ,3 ,1 
SKjAYy6h,4 ,5 ,6 ,8 ,3 
SKJaZ1ng,1 ,1 ,1 ,2 ,1 
SKJAZdeD,3 ,3 ,4 ,6 ,2 
SKJAZnFb,2 ,3 ,4 ,5 ,2 
SKJazo3O,2 ,3 ,4 ,5 ,2 
SKjazQbK,3 ,4 ,5 ,6 ,2 
SKjB06v2,2 ,2 ,3 ,4 ,1 
SKJb0avX,1 ,1 ,2 ,2 ,1 
SKjB0eR8,1 ,1 ,1 ,2 ,1 
SKjb0nlL,0 ,1 ,1 ,1 ,0 
SKJb1SXn,2 ,2 ,3 ,4 ,1 
SKjb3guZ,1 ,1 ,1 ,2 ,1 
SKJb3rIv,2 ,3 ,4 ,5 ,2 
SKjB4H0h,2 ,3 ,3 ,4 ,1 
SKjb4Nhr,4 ,6 ,7 ,10 ,3 
SKJB4NzL,3 ,4 ,5 ,6 ,2 
SKjB4vhr,4 ,5 ,7 ,9 ,3 
SKjB50PF,1 ,1 ,2 ,2 ,1 
SKJB5W7c,1 ,2 ,2 ,3 ,1 
SKjb67cr,3 ,4 ,6 ,8 ,3 
SKJB6IY9,1 ,2 ,2 ,3 ,1 
SKjB6k5I,1 ,1 ,1 ,2 ,1 
SKJb6ZrE,1 ,1 ,2 ,2 ,1 
SKJb7hfk,1 ,1 ,1 ,1 ,0 
SKJB7KhH,3 ,4 ,5 ,6 ,2 
SKJB7kvV,1 ,1 ,2 ,2 ,1 
SKjB7rYq,8 ,11 ,14 ,19 ,6 
SKJB7vL0,1 ,1 ,2 ,2 ,1 
SKjb80IB,1 ,2 ,2 ,3 ,1 
SKJB83Fx,2 ,2 ,3 ,3 ,1 
SKjb8AhU,1 ,1 ,2 ,2 ,1 
SKJB8ew0,1 ,2 ,2 ,3 ,1 
SKJB8LfT,0 ,0 ,1 ,1 ,0 
SKjb8mgI,1 ,1 ,1 ,1 ,0 
SKjb9FRG,0 ,0 ,1 ,1 ,0 
SKjb9NYm,1 ,1 ,2 ,2 ,1 
SKJBAebL,2 ,2 ,3 ,4 ,1 
SKJbAQdK,1 ,1 ,2 ,2 ,1 
SKjBasSi,2 ,3 ,4 ,5 ,2 
SKJbaX4Z,4 ,6 ,7 ,10 ,3 
SKjbC5ZK,1 ,2 ,2 ,3 ,1 
SKjBc8o2,1 ,1 ,1 ,2 ,1 
SKJbcDrp,1 ,1 ,1 ,1 ,0 
SKJbCi2Y,1 ,2 ,3 ,3 ,1 
SKjbcMn4,1 ,2 ,2 ,3 ,1 
SKJBdCrV,1 ,1 ,1 ,2 ,1 
SKjBdDT0,1 ,1 ,2 ,2 ,1 
SKjBDTwh,1 ,1 ,2 ,2 ,1 
SKjBeasI,1 ,1 ,1 ,2 ,1 
SKjBECRv,1 ,1 ,2 ,2 ,1 
SKJBEdeL,1 ,2 ,2 ,3 ,1 
SKjbEdyo,8 ,11 ,14 ,19 ,6 
SKjBEfs7,2 ,2 ,3 ,4 ,1 
SKJBeKPD,2 ,2 ,3 ,4 ,1 
SKJbESQN,1 ,1 ,2 ,2 ,1 
SKJBf3RQ,3 ,4 ,5 ,7 ,2 
SKJbf5IN,3 ,4 ,5 ,6 ,2 
SKjbfiTn,2 ,3 ,4 ,5 ,2 
SKjBfoIO,2 ,3 ,4 ,5 ,2 
SKJbfP6d,1 ,1 ,2 ,3 ,1 
SKJBFPi1,1 ,2 ,3 ,3 ,1 
SKJBfS8C,1 ,2 ,2 ,3 ,1 
SKJBFUEQ,2 ,2 ,3 ,3 ,1 
SKJBgDes,2 ,2 ,3 ,4 ,1 
SKjbgDV6,1 ,2 ,2 ,3 ,1 
SKJBGEz4,2 ,2 ,3 ,4 ,1 
SKJBgfrL,1 ,1 ,1 ,1 ,0 
SKJbgFzO,2 ,2 ,3 ,3 ,1 
SKjBgHDb,1 ,2 ,3 ,3 ,1 
SKjBgKsY,1 ,1 ,1 ,2 ,1 
SKJbGM0i,1 ,1 ,2 ,3 ,1 
SKJbGN8i,2 ,2 ,3 ,4 ,1 
SKjbgvp4,1 ,2 ,3 ,3 ,1 
SKjBhGLk,2 ,2 ,3 ,4 ,1 
SKJbhHnE,7 ,9 ,12 ,16 ,5 
SKJbhjF0,1 ,1 ,2 ,2 ,1 
SKJBHjYk,1 ,1 ,2 ,2 ,1 
SKJbhxls,1 ,1 ,2 ,3 ,1 
SKJbIcH8,19 ,25 ,33 ,43 ,14 
SKJbj20y,2 ,2 ,3 ,4 ,1 
SKJBjaQk,1 ,2 ,2 ,3 ,1 
SKjbJdE5,2 ,3 ,3 ,4 ,1 
SKJbjfo9,1 ,2 ,2 ,3 ,1 
SKJBjidA,1 ,1 ,1 ,2 ,1 
SKjbJo7t,1 ,2 ,2 ,3 ,1 
SKJBk4DT,1 ,2 ,2 ,3 ,1 
SKjBKd58,1 ,1 ,2 ,2 ,1 
SKjbKe68,5 ,6 ,8 ,10 ,3 
SKjbkm6T,2 ,2 ,3 ,4 ,1 
SKjbkO6g,1 ,1 ,2 ,2 ,1 
SKjbkO9H,1 ,1 ,1 ,1 ,0 
SKJBkphW,2 ,2 ,3 ,4 ,1 
SKJBLCaM,1 ,1 ,2 ,2 ,1 
SKjBLK87,2 ,3 ,3 ,4 ,1 
SKjbLken,1 ,2 ,2 ,3 ,1 
SKJblVRD,2 ,2 ,3 ,4 ,1 
SKJbm19e,5 ,6 ,8 ,10 ,3 
SKJbM3Nt,1 ,2 ,2 ,3 ,1 
SKjbMcH0,2 ,2 ,3 ,4 ,1 
SKJBmCUp,1 ,1 ,1 ,2 ,1 
SKJbMKUp,1 ,2 ,2 ,3 ,1 
SKJbMrm8,1 ,1 ,2 ,2 ,1 
SKJBn9ht,1 ,1 ,1 ,1 ,0 
SKjbnECW,1 ,1 ,1 ,2 ,1 
SKJBnmdl,2 ,3 ,4 ,5 ,2 
SKjbNRtc,2 ,3 ,3 ,5 ,2 
SKJbnX3u,6 ,7 ,9 ,12 ,4 
SKJBoAdO,1 ,1 ,2 ,2 ,1 
SKJBoLOt,1 ,1 ,2 ,2 ,1 
SKJBoMwL,3 ,4 ,5 ,6 ,2 
SKjboRF1,1 ,2 ,2 ,3 ,1 
SKJboT0C,2 ,3 ,4 ,5 ,2 
SKJBOvYd,0 ,0 ,0 ,1 ,0 
SKJBpIX6,2 ,2 ,3 ,4 ,1 
SKjBPMLA,3 ,4 ,5 ,6 ,2 
SKJBPrF2,7 ,8 ,11 ,15 ,5 
SKJbPUR5,3 ,4 ,5 ,6 ,2 
SKjbPWkK,0 ,1 ,1 ,1 ,0 
SKJBpWtK,2 ,3 ,3 ,4 ,1 
SKjbQfMk,1 ,1 ,2 ,2 ,1 
SKjBQRA1,1 ,1 ,1 ,2 ,1 
SKjbQUvH,1 ,1 ,2 ,2 ,1 
SKJBrAdt,4 ,5 ,6 ,8 ,3 
SKJbrCdc,0 ,0 ,0 ,1 ,0 
SKJBrDi9,1 ,1 ,1 ,2 ,1 
SKjbRHn7,1 ,1 ,1 ,1 ,0 
SKJBRIom,0 ,0 ,1 ,1 ,0 
SKjbRvAB,1 ,1 ,2 ,2 ,1 
SKJbs1aU,6 ,8 ,10 ,14 ,5 
SKjbs8NR,1 ,1 ,1 ,2 ,1 
SKJbsfjx,2 ,2 ,3 ,4 ,1 
SKjBSgUt,1 ,2 ,2 ,3 ,1 
SKJbszZy,2 ,3 ,4 ,5 ,2 
SKJBT1GM,1 ,1 ,2 ,2 ,1 
SKJBtfda,2 ,2 ,3 ,3 ,1 
SKJBTgb7,1 ,2 ,2 ,3 ,1 
SKJBTgqy,2 ,2 ,3 ,4 ,1 
SKjbTx8J,1 ,1 ,1 ,2 ,1 
SKjbtzOi,1 ,1 ,2 ,2 ,1 
SKJBu6cj,1 ,2 ,2 ,3 ,1 
SKJBU8o0,4 ,5 ,6 ,8 ,3 
SKJbu9DN,1 ,2 ,2 ,3 ,1 
SKjBUdM4,2 ,3 ,3 ,4 ,1 
SKJbuG2z,0 ,0 ,1 ,1 ,0 
SKJBul9t,2 ,2 ,3 ,4 ,1 
SKjbuMEG,2 ,2 ,3 ,4 ,1 
SKJbv7Xq,3 ,3 ,4 ,6 ,2 
SKjBvNkY,2 ,2 ,3 ,4 ,1 
SKjBVW7C,3 ,4 ,6 ,8 ,3 
SKJbVySk,1 ,1 ,1 ,1 ,0 
SKJBVzo2,2 ,2 ,3 ,3 ,1 
SKjBwnvl,1 ,1 ,1 ,2 ,1 
SKJbwrIi,3 ,4 ,5 ,7 ,2 
SKjBWTzy,1 ,1 ,1 ,2 ,1 
SKJBWU85,1 ,1 ,2 ,2 ,1 
SKJbwZTd,1 ,2 ,2 ,3 ,1 
SKjbXCD4,1 ,1 ,2 ,2 ,1 
SKjbXcdl,1 ,1 ,1 ,2 ,1 
SKJBXTrm,1 ,1 ,2 ,2 ,1 
SKjBxvw3,1 ,1 ,2 ,2 ,1 
SKjBXY7u,1 ,1 ,1 ,2 ,1 
SKjbY0qz,1 ,1 ,2 ,2 ,1 
SKJby0Yj,1 ,2 ,2 ,3 ,1 
SKjBY93y,1 ,1 ,2 ,2 ,1 
SKjbykuH,1 ,2 ,2 ,3 ,1 
SKJByusk,2 ,2 ,3 ,4 ,1 
SKjBZnm9,1 ,2 ,3 ,3 ,1 
SKjBzqr2,1 ,1 ,1 ,2 ,1 
SKJbZtyf,1 ,1 ,1 ,2 ,1 
SKJc0mut,1 ,1 ,2 ,2 ,1 
SKjc0oTJ,2 ,2 ,3 ,4 ,1 
SKJC0Xor,1 ,2 ,2 ,3 ,1 
SKjC0Xp9,1 ,1 ,1 ,2 ,1 
SKjc1HN8,3 ,4 ,5 ,7 ,2 
SKJc1Z6X,12 ,16 ,21 ,28 ,9 
SKJC1ZBK,3 ,4 ,5 ,7 ,2 
SKJc2RuA,0 ,0 ,1 ,1 ,0 
SKJC2zSR,1 ,2 ,2 ,3 ,1 
SKJc3by0,2 ,2 ,3 ,4 ,1 
SKJC3W0K,1 ,1 ,2 ,2 ,1 
SKjc4erC,2 ,2 ,3 ,4 ,1 
SKjc4IPz,1 ,1 ,1 ,2 ,1 
SKJC4jhD,1 ,1 ,1 ,2 ,1 
SKjC5bU3,2 ,3 ,3 ,4 ,1 
SKjc5sIk,1 ,1 ,2 ,2 ,1 
SKjC67gz,2 ,2 ,3 ,3 ,1 
SKJc6HI8,4 ,5 ,7 ,9 ,3 
SKjc6XNe,1 ,2 ,2 ,3 ,1 
SKjc7G6s,1 ,1 ,1 ,2 ,1 
SKJc7q3u,1 ,2 ,2 ,3 ,1 
SKjc8lXm,1 ,1 ,2 ,2 ,1 
SKJC98eo,8 ,10 ,14 ,18 ,6 
SKjCAkR9,2 ,2 ,3 ,3 ,1 
SKjcaZGB,1 ,1 ,1 ,2 ,1 
SKJcB684,2 ,3 ,4 ,5 ,2 
SKJCbPjh,1 ,2 ,2 ,3 ,1 
SKJcbvSx,1 ,2 ,2 ,3 ,1 
SKJcbWjE,7 ,9 ,11 ,15 ,5 
SKJcCBkw,2 ,2 ,3 ,4 ,1 
SKJcdCHR,2 ,3 ,3 ,4 ,1 
SKJcDfb7,1 ,2 ,3 ,3 ,1 
SKjCdZhX,1 ,2 ,2 ,3 ,1 
SKJCeB1l,2 ,2 ,3 ,4 ,1 
SKjceFBN,18 ,23 ,30 ,40 ,13 
SKjceQu2,1 ,2 ,2 ,3 ,1 
SKJCespd,1 ,1 ,1 ,2 ,1 
SKjcEvrt,2 ,2 ,3 ,3 ,1 
SKJcfnbH,1 ,2 ,2 ,3 ,1 
SKjcfoSX,1 ,2 ,2 ,3 ,1 
SKJCFUrm,1 ,2 ,2 ,3 ,1 
SKjCFyKq,1 ,1 ,2 ,2 ,1 
SKjcg2pF,1 ,2 ,2 ,3 ,1 
SKjcG48B,1 ,1 ,1 ,2 ,1 
SKjCgMEB,1 ,1 ,1 ,1 ,0 
SKjCHGU0,2 ,3 ,3 ,4 ,1 
SKJChix9,4 ,5 ,6 ,8 ,3 
SKjChl3Q,0 ,0 ,1 ,1 ,0 
SKjCHwI9,1 ,2 ,2 ,3 ,1 
SKJCIpsQ,2 ,2 ,3 ,4 ,1 
SKJCIq7N,2 ,2 ,3 ,4 ,1 
SKjcIqYe,2 ,3 ,4 ,5 ,2 
SKjCitfm,2 ,2 ,3 ,3 ,1 
SKJCj3vX,1 ,1 ,1 ,2 ,1 
SKjckGgy,1 ,1 ,2 ,2 ,1 
SKjckopY,4 ,5 ,6 ,8 ,3 
SKjcKVHb,2 ,3 ,4 ,5 ,2 
SKJCL1d6,1 ,2 ,2 ,3 ,1 
SKJcLb1r,1 ,2 ,2 ,3 ,1 
SKjCLHMX,1 ,2 ,2 ,3 ,1 
SKjclLTh,2 ,2 ,3 ,4 ,1 
SKjClPSs,1 ,1 ,2 ,3 ,1 
SKjCluFY,2 ,2 ,3 ,4 ,1 
SKJcLXa2,2 ,2 ,3 ,4 ,1 
SKJCm1Gl,1 ,1 ,2 ,2 ,1 
SKJCm6H4,1 ,2 ,2 ,3 ,1 
SKJcMB5b,1 ,1 ,1 ,2 ,1 
SKJcMF6t,2 ,2 ,3 ,3 ,1 
SKJCmG4e,1 ,1 ,1 ,2 ,1 
SKjcmka3,1 ,2 ,2 ,3 ,1 
SKJCmPfs,1 ,1 ,1 ,2 ,1 
SKJcMqiR,1 ,2 ,3 ,3 ,1 
SKJcnG9N,2 ,3 ,4 ,5 ,2 
SKJCnMTv,1 ,1 ,1 ,1 ,0 
SKJCNSqA,3 ,4 ,5 ,7 ,2 
SKjCNTwq,1 ,1 ,2 ,2 ,1 
SKjcNvTw,1 ,1 ,1 ,2 ,1 
SKjCnyEi,10 ,13 ,18 ,23 ,8 
SKjcoBNE,4 ,5 ,6 ,8 ,3 
SKJcOCuo,1 ,1 ,2 ,2 ,1 
SKjcodiq,4 ,6 ,7 ,10 ,3 
SKJcoihv,2 ,2 ,3 ,3 ,1 
SKJcoL1x,0 ,1 ,1 ,1 ,0 
SKJcoOj8,3 ,3 ,4 ,6 ,2 
SKjCOP2W,6 ,8 ,10 ,14 ,5 
SKJcoQAi,7 ,10 ,13 ,17 ,6 
SKJcOQpU,2 ,3 ,4 ,5 ,2 
SKjCorBl,1 ,2 ,2 ,3 ,1 
SKjCOT5y,0 ,0 ,0 ,0 ,0 
SKjcP8R3,1 ,2 ,2 ,3 ,1 
SKJcpGaH,2 ,3 ,4 ,5 ,2 
SKJCpj3M,2 ,2 ,3 ,4 ,1 
SKjCpNZU,2 ,3 ,4 ,5 ,2 
SKJCPqWd,2 ,3 ,4 ,5 ,2 
SKJCpRn1,1 ,1 ,2 ,2 ,1 
SKjcPRnO,2 ,3 ,4 ,5 ,2 
SKJcPxB9,1 ,2 ,2 ,3 ,1 
SKJcPY7N,1 ,1 ,1 ,1 ,0 
SKjCQEnN,1 ,1 ,2 ,2 ,1 
SKjcqMWQ,2 ,3 ,3 ,5 ,2 
SKJcRAp9,1 ,1 ,2 ,2 ,1 
SKjcRfN9,0 ,1 ,1 ,1 ,0 
SKJCRhX6,1 ,1 ,1 ,2 ,1 
SKjCrifS,1 ,2 ,2 ,3 ,1 
SKjCrNAW,0 ,1 ,1 ,1 ,0 
SKJCRwbt,1 ,1 ,1 ,1 ,0 
SKJcRzOi,1 ,1 ,2 ,2 ,1 
SKjCS5lk,4 ,5 ,6 ,8 ,3 
SKJCsoN0,1 ,1 ,1 ,2 ,1 
SKJCSR7E,1 ,1 ,1 ,1 ,0 
SKjCt0fu,1 ,1 ,2 ,2 ,1 
SKjCt3fG,1 ,2 ,2 ,3 ,1 
SKJCT8QP,1 ,2 ,2 ,3 ,1 
SKJcTquR,1 ,2 ,2 ,3 ,1 
SKjcTZqE,1 ,1 ,1 ,1 ,0 
SKJcU8FS,1 ,1 ,2 ,2 ,1 
SKJCuIpi,1 ,1 ,2 ,2 ,1 
SKjcur1J,4 ,5 ,7 ,9 ,3 
SKjcUR6x,1 ,1 ,2 ,2 ,1 
SKjCUrwy,2 ,2 ,3 ,4 ,1 
SKJCusPm,1 ,1 ,2 ,2 ,1 
SKJcUTdQ,1 ,2 ,2 ,3 ,1 
SKJCvBL8,2 ,2 ,3 ,4 ,1 
SKJCvbpz,2 ,2 ,3 ,3 ,1 
SKjcVbY8,1 ,2 ,2 ,3 ,1 
SKJCvoXr,1 ,1 ,1 ,2 ,1 
SKjcvQ4e,2 ,2 ,3 ,4 ,1 
SKjCvyiq,2 ,2 ,3 ,4 ,1 
SKJcvzpq,2 ,2 ,3 ,4 ,1 
SKJCWh6A,3 ,4 ,5 ,7 ,2 
SKjcWHN1,0 ,1 ,1 ,1 ,0 
SKJcX3eI,2 ,2 ,3 ,4 ,1 
SKjCxgFm,2 ,2 ,3 ,4 ,1 
SKjcXGLV,1 ,2 ,2 ,3 ,1 
SKJCXiq5,2 ,2 ,3 ,4 ,1 
SKJCXl6M,1 ,1 ,2 ,3 ,1 
SKJCXoPy,1 ,2 ,2 ,3 ,1 
SKjcY0Wy,3 ,3 ,4 ,6 ,2 
SKjCyiKG,1 ,2 ,2 ,3 ,1 
SKjCYNMB,1 ,1 ,1 ,1 ,0 
SKJcyVeR,1 ,1 ,1 ,2 ,1 
SKJcz9FZ,2 ,2 ,3 ,4 ,1 
SKjcZfPW,1 ,2 ,2 ,3 ,1 
SKJCZHzW,2 ,2 ,3 ,4 ,1 
SKjCZQBG,11 ,15 ,19 ,25 ,8 
SKjCZyQk,1 ,1 ,2 ,2 ,1 
SKjD0bJx,0 ,1 ,1 ,1 ,0 
SKjD0PGi,7 ,9 ,12 ,16 ,5 
SKJD0T6S,1 ,1 ,2 ,3 ,1 
SKJD0VfG,1 ,1 ,1 ,1 ,0 
SKJD1Rkf,3 ,4 ,5 ,7 ,2 
SKjD2eaC,7 ,9 ,12 ,16 ,5 
SKJd2X3W,0 ,0 ,1 ,1 ,0 
SKjD3olw,3 ,4 ,5 ,6 ,2 
SKjd3UTF,1 ,1 ,2 ,2 ,1 
SKjD3YCc,1 ,1 ,2 ,2 ,1 
SKJd3yMz,1 ,1 ,2 ,2 ,1 
SKJd49Mr,1 ,1 ,1 ,1 ,0 
SKjD4APy,2 ,3 ,4 ,5 ,2 
SKjd4oYQ,2 ,3 ,3 ,4 ,1 
SKjD4SUM,2 ,2 ,3 ,3 ,1 
SKJd5b98,1 ,2 ,3 ,3 ,1 
SKjD5q8Z,6 ,8 ,10 ,14 ,5 
SKJd5vFb,2 ,3 ,4 ,5 ,2 
SKJd6BEI,3 ,4 ,5 ,6 ,2 
SKjd6YIm,1 ,1 ,2 ,2 ,1 
SKjD7HxF,1 ,2 ,2 ,3 ,1 
SKjD8e3C,1 ,2 ,2 ,3 ,1 
SKjd8GAJ,1 ,2 ,3 ,3 ,1 
SKJd8hHK,2 ,3 ,4 ,5 ,2 
SKjd9ARU,3 ,4 ,6 ,8 ,3 
SKjD9Lbo,2 ,2 ,3 ,3 ,1 
SKjD9Le5,1 ,1 ,2 ,2 ,1 
SKjd9VRc,1 ,2 ,2 ,3 ,1 
SKjdA4YL,1 ,2 ,2 ,3 ,1 
SKjDaFJz,1 ,1 ,1 ,2 ,1 
SKJdAH0V,2 ,2 ,3 ,4 ,1 
SKjDAmik,2 ,2 ,3 ,4 ,1 
SKJdaNI5,2 ,3 ,4 ,5 ,2 
SKjDApZX,1 ,2 ,2 ,3 ,1 
SKJdbEFp,1 ,1 ,2 ,2 ,1 
SKJDbF87,1 ,1 ,2 ,2 ,1 
SKjDbiIY,1 ,2 ,2 ,3 ,1 
SKJDbjhW,1 ,1 ,2 ,2 ,1 
SKjdBNfJ,1 ,2 ,2 ,3 ,1 
SKJDBNi7,1 ,2 ,2 ,3 ,1 
SKjDBs6N,7 ,9 ,12 ,16 ,5 
SKJDchiO,1 ,2 ,2 ,3 ,1 
SKjdCJyi,2 ,2 ,3 ,4 ,1 
SKJdcLpH,1 ,1 ,2 ,2 ,1 
SKJDcNrU,1 ,2 ,2 ,3 ,1 
SKJdcOiE,2 ,3 ,4 ,5 ,2 
SKjDCrz5,0 ,1 ,1 ,1 ,0 
SKjDcvNp,3 ,3 ,4 ,6 ,2 
SKJdcxH5,1 ,1 ,2 ,2 ,1 
SKJdczo1,1 ,2 ,2 ,3 ,1 
SKjdDwiZ,2 ,3 ,4 ,5 ,2 
SKJdeLUm,1 ,1 ,2 ,2 ,1 
SKjDeoMA,2 ,2 ,3 ,4 ,1 
SKjdEVgu,0 ,1 ,1 ,1 ,0 
SKJdfqLo,1 ,2 ,2 ,3 ,1 
SKJdftDr,1 ,1 ,2 ,2 ,1 
SKJDFVBZ,1 ,1 ,2 ,2 ,1 
SKJdG1LA,1 ,1 ,1 ,1 ,0 
SKjDG4At,0 ,1 ,1 ,1 ,0 
SKJDG9xd,2 ,2 ,3 ,4 ,1 
SKJdgFGz,1 ,1 ,1 ,1 ,0 
SKJDGhdv,1 ,1 ,2 ,2 ,1 
SKjdgRAe,1 ,2 ,2 ,3 ,1 
SKjdh012,3 ,3 ,5 ,6 ,2 
SKJdHexL,1 ,2 ,2 ,3 ,1 
SKJDHhqK,1 ,1 ,2 ,2 ,1 
SKJdHjB3,3 ,5 ,6 ,8 ,3 
SKjDhMFL,4 ,5 ,6 ,8 ,3 
SKjdhsux,1 ,2 ,2 ,3 ,1 
SKJDhz8X,2 ,3 ,3 ,5 ,2 
SKjDhzo5,1 ,1 ,2 ,2 ,1 
SKjdI1WB,3 ,4 ,5 ,7 ,2 
SKJDi1Zy,1 ,1 ,1 ,2 ,1 
SKjDI3sf,1 ,1 ,1 ,2 ,1 
SKJDi45V,2 ,2 ,3 ,3 ,1 
SKJDI4zq,1 ,1 ,2 ,2 ,1 
SKJDIamk,1 ,1 ,1 ,1 ,0 
SKjdIAsn,2 ,2 ,3 ,3 ,1 
SKJDifsn,3 ,3 ,4 ,6 ,2 
SKjdIYfv,1 ,1 ,2 ,2 ,1 
SKjdIZxn,4 ,5 ,7 ,9 ,3 
SKJdjEea,35 ,45 ,59 ,77 ,26 
SKJdjEz0,4 ,5 ,6 ,8 ,3 
SKjdJheD,1 ,1 ,2 ,2 ,1 
SKjdJLC4,1 ,1 ,2 ,2 ,1 
SKJDKaxz,2 ,3 ,3 ,4 ,1 
SKjDkHg3,1 ,2 ,2 ,3 ,1 
SKjDKLyW,2 ,3 ,4 ,5 ,2 
SKJdKXbm,1 ,1 ,2 ,2 ,1 
SKjdKXhl,6 ,7 ,10 ,13 ,4 
SKJDL8h0,1 ,1 ,2 ,2 ,1 
SKJdLAgV,21 ,27 ,35 ,46 ,15 
SKJdLEMG,1 ,1 ,2 ,3 ,1 
SKjDlFAJ,2 ,2 ,3 ,4 ,1 
SKJDlgBj,3 ,4 ,6 ,7 ,2 
SKjdlnCy,1 ,2 ,2 ,3 ,1 
SKJDm1Yj,1 ,1 ,2 ,2 ,1 
SKjdM7XD,1 ,2 ,2 ,3 ,1 
SKJdMApP,2 ,2 ,3 ,4 ,1 
SKjdmfgX,1 ,1 ,2 ,2 ,1 
SKJDmKuO,1 ,1 ,1 ,2 ,1 
SKJDmNjR,1 ,1 ,2 ,2 ,1 
SKJdmouv,2 ,2 ,3 ,4 ,1 
SKJdMpa0,2 ,2 ,3 ,4 ,1 
SKjDMV6h,1 ,2 ,2 ,3 ,1 
SKjdNh7q,1 ,1 ,1 ,2 ,1 
SKjDNkxn,1 ,2 ,2 ,3 ,1 
SKJDNPaZ,2 ,2 ,3 ,4 ,1 
SKjDnYB6,23 ,30 ,39 ,51 ,17 
SKJDNZkp,3 ,4 ,5 ,7 ,2 
SKJdNzoi,1 ,1 ,1 ,2 ,1 
SKJDO8QP,0 ,0 ,1 ,1 ,0 
SKJdO9BM,1 ,2 ,2 ,3 ,1 
SKjdOC07,8 ,10 ,13 ,18 ,6 
SKJDOpzM,1 ,2 ,2 ,3 ,1 
SKjDotcn,1 ,2 ,2 ,3 ,1 
SKjdozIF,2 ,3 ,4 ,5 ,2 
SKJDPlm2,1 ,1 ,2 ,2 ,1 
SKJdPOla,2 ,2 ,3 ,4 ,1 
SKjDpPba,1 ,2 ,2 ,3 ,1 
SKjdPRt0,1 ,1 ,1 ,1 ,0 
SKjDQ2BX,1 ,1 ,2 ,2 ,1 
SKJDq8nj,2 ,2 ,3 ,3 ,1 
SKjdQBeL,1 ,1 ,2 ,3 ,1 
SKJdQemp,1 ,1 ,2 ,2 ,1 
SKJDQsWA,1 ,1 ,1 ,2 ,1 
SKjdqTsZ,2 ,2 ,3 ,4 ,1 
SKjdqZzm,1 ,2 ,2 ,3 ,1 
SKJdRbcl,1 ,1 ,1 ,1 ,0 
SKjdrETi,2 ,2 ,3 ,4 ,1 
SKJdrOAo,4 ,5 ,6 ,8 ,3 
SKjdrwDB,2 ,2 ,3 ,4 ,1 
SKJdrzMS,1 ,2 ,2 ,3 ,1 
SKJDs7Y4,1 ,2 ,2 ,3 ,1 
SKjDsKrd,1 ,1 ,2 ,3 ,1 
SKJDsrPj,1 ,1 ,1 ,2 ,1 
SKjdT2gQ,1 ,1 ,2 ,2 ,1 
SKjDt5vP,1 ,1 ,2 ,2 ,1 
SKJDt6fT,2 ,2 ,3 ,4 ,1 
SKJDTbZS,1 ,2 ,3 ,3 ,1 
SKJdtf2A,1 ,2 ,2 ,3 ,1 
SKjDtgp8,2 ,2 ,3 ,4 ,1 
SKJDThdY,10 ,12 ,16 ,21 ,7 
SKjdtQ84,1 ,2 ,2 ,3 ,1 
SKjdTQgb,4 ,5 ,7 ,9 ,3 
SKjDtTKN,1 ,2 ,2 ,3 ,1 
SKJdTwpv,1 ,2 ,2 ,3 ,1 
SKJDtXG4,1 ,1 ,2 ,2 ,1 
SKJdubkp,7 ,10 ,13 ,16 ,5 
SKJduFW2,3 ,4 ,5 ,7 ,2 
SKJdv1FG,1 ,1 ,2 ,2 ,1 
SKJdvCFj,2 ,3 ,4 ,5 ,2 
